,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
1442,"Big Studio Unit, WH Taft Residences For Rent",20000.0,1.0,1.0,36.0,WH Taft Residences,Manila,['https://www.lamudi.com.ph/big-studio-unit-wh-taft-residences-for-rent-626451-84.html']
1444,"Echelon Tower Three Bedroom with Balcony for Rent, Malate Manila",65000.0,3.0,2.0,162.0,Echelon Tower,Manila,['https://www.lamudi.com.ph/echelon-tower-three-bedroom-with-balcony-for-rent-malate-manila-175530-84.html']
1445,1BR unit for rent at Vista Taft Residences,18000.0,1.0,1.0,31.0,Vista Taft Residences,Manila,['https://www.lamudi.com.ph/1br-unit-for-rent-at-vista-taft-residences.html']
1446,"Studio Unit for Rent at The One Torre infront of UST at Manila, Metro Manila",10000.0,1.0,1.0,16.0,The One Torre de Sto Tomas,Manila,['https://www.lamudi.com.ph/studio-unit-for-rent-at-the-one-torre-infront-of-ust-at-manila-metro-manila.html']
1447,Furnished Residential Space for Students in Crown Tower UBelt,12000.0,1.0,1.0,22.0,Crown Tower University Belt,Manila,['https://www.lamudi.com.ph/furnished-residential-space-for-students-in-crown-tower-ubelt.html']
1448,UN Gardens Condominium Studio Apartment for Rent,10000.0,1.0,1.0,25.0,UN Gardens,Manila,['https://www.lamudi.com.ph/un-gardens-condominium-studio-apartment-for-rent.html']
1450,Two Bedroom for Rent Malate Manila - Echelon Tower,35000.0,2.0,1.0,81.0,Echelon Tower,Manila,['https://www.lamudi.com.ph/two-bedroom-for-rent-malate-manila-echelon-tower.html']
1451,For Rent: Studio Unit at Vista Heights Manila,12000.0,1.0,1.0,20.0,Vista Heights,Manila,['https://www.lamudi.com.ph/for-rent-studio-unit-at-vista-heights-manila.html']
1452,2 Bedroom 2 T&B Bare Unit Condo with Secured Parking,25000.0,2.0,2.0,44.35,Manila River City Residences,Manila,['https://www.lamudi.com.ph/2-bedroom-2-t-b-bare-unit-condo-with-secured-parking.html']
1453,CONDO FOR RENT ~ Vista Taft 19th Floor - Furnished!!!,23000.0,1.0,1.0,18.23,Vista Taft Residences,Manila,['https://www.lamudi.com.ph/condo-for-rent-vista-taft-19th-floor-furnished.html']
1454,"Grand Reviera Suites Condo, 2BR, 2Baths, 60.20SQM, Fully Furnished",70000.0,2.0,2.0,60.0,Grand Riviera Suites,Manila,['https://www.lamudi.com.ph/grand-reviera-suites-condo-2br-2baths-6020sqm-fully-furnished-512092-84.html']
1455,For Lease 1 Bedroom in Manila Residences Taft Vito Cruz,15900.0,1.0,1.0,27.91,The Manila Residences,Manila,['https://www.lamudi.com.ph/for-lease-1-bedroom-in-manila-residences-taft-vito-cruz.html']
1456,Robinsons Adriaticio Residences 3BR for Rent,100000.0,3.0,3.0,133.0,Robinsons Adriatico Residences,Manila,['https://www.lamudi.com.ph/robinsons-adriaticio-residences-3br-for-rent.html']
1457,studio unit near school and transportation,15000.0,1.0,1.0,20.0,Pacific Palisades,Manila,['https://www.lamudi.com.ph/studio-unit-near-school-and-transportation.html']
1459,"1 bedroom condo across La Salle, Taft at Burgundy Transpacific Place",16000.0,1.0,1.0,34.0,Burgundy Transpacific Place,Manila,['https://www.lamudi.com.ph/1-bedroom-condo-across-la-salle-taft-at-burgundy-transpacific-place.html']
1461,Penthouse facing Manila Bay - 8 Adriatico,15000.0,1.0,1.0,24.0,8 Adriatico,Manila,['https://www.lamudi.com.ph/penthouse-facing-manila-bay-8-adriatico.html']
1462,"Studio unit near La Salle, Benilde, St. Scho for rent",20000.0,1.0,1.0,22.4,Avida Towers Prime Taft,Manila,['https://www.lamudi.com.ph/studio-unit-near-la-salle-benilde-st-scho-for-rent.html']
1463,For Lease: 2 Bedroom at Pearl of The Orient,70000.0,2.0,3.0,95.0,Pearl of the Orient,Manila,['https://www.lamudi.com.ph/for-lease-2-bedroom-at-pearl-of-the-orient.html']
1465,Pleasant and comfortable Studio Unit at Space Taft,16000.0,1.0,1.0,,,Manila,['https://www.lamudi.com.ph/pleasant-and-comfortable-studio-unit-at-space-taft.html']
1466,Condo for Rent in Manila Malate near La Salle St Benilde LRT Vito Cruz,12000.0,1.0,1.0,25.0,Providence Tower,Manila,['https://www.lamudi.com.ph/condo-for-rent-in-manila-malate-near-la-salle-st-benilde-lrt-vito-cruz.html']
1467,501 RSG St.Scho ResiDens Apartment with Airconditioner and Intercom,16500.0,1.0,1.0,27.24,RSG St. Scho Residens,Manila,['https://www.lamudi.com.ph/501-rsg-st-scho-residens-apartment-with-airconditioner-and-intercom.html']
1468,For rent 42 sq.m studio condo at adriatico residences,22000.0,1.0,1.0,42.0,Adriatico Residences,Manila,['https://www.lamudi.com.ph/for-rent-42-sq-m-studio-condo-at-adriatico-residences.html']
1469,Beautiful 2 Bedroom Unit for Rent at the Center of Manila,60000.0,2.0,2.0,63.48,Avida Towers Intima,Manila,['https://www.lamudi.com.ph/beautiful-2-bedroom-unit-for-rent-at-the-center-of-manila.html']
1470,For Rent 1BR Unfurnished Unit in Torre De Manila,18000.0,1.0,1.0,37.0,Torre De Manila,Manila,['https://www.lamudi.com.ph/for-rent-1br-unfurnished-unit-in-torre-de-manila-1.html']
1471,Fully furnished Studio Unit at Green Residences,12000.0,1.0,1.0,16.0,Green Residences,Manila,['https://www.lamudi.com.ph/fully-furnished-studio-unit-at-green-residences-1.html']
1472,"For rent Furnished Studio Condo near DLSU Taft Avenue, SM Hypermarket, Manila",18000.0,1.0,1.0,20.1,The Grand Towers,Manila,['https://www.lamudi.com.ph/for-rent-furnished-studio-condo-near-dlsu-taft-avenue-sm-hypermarket-manila.html']
1473,2 Bedroom Condominium For Rent In Peninsula Garden Midtown Homes Paco Manila,15000.0,2.0,1.0,33.6,Peninsula Garden Midtown Homes,Manila,['https://www.lamudi.com.ph/2-bedroom-condominium-for-rent-in-peninsula-garden-midtown-homes-paco-manila.html']
1474,"42sqm 1 Bedroom unit, Three Adriatico Place",30000.0,1.0,1.0,42.0,Three Adriatico Place,Manila,['https://www.lamudi.com.ph/42sqm-1-bedroom-unit-three-adriatico-place.html']
1475,"Furnished Studio unit for Rent in Grand Riviera Suites, Malate, Manila City     ",16000.0,1.0,1.0,23.0,Grand Riviera Suites,Manila,['https://www.lamudi.com.ph/furnished-studio-unit-for-rent-in-grand-riviera-suites-malate-manila-city.html']
1476,Gorgeous 1Bedroom in the Grand Residence Espana 2,25000.0,1.0,1.0,35.0,Grand Residences España 2,Manila,['https://www.lamudi.com.ph/gorgeous-1bedroom-in-the-grand-residence-espana-2.html']
1478,3BR unit for rent at Burgundy Transpacific Place,35000.0,3.0,2.0,80.0,Burgundy Transpacific Place,Manila,['https://www.lamudi.com.ph/3br-unit-for-rent-at-burgundy-transpacific-place.html']
1479,42sqm 2 - Bedroom up/down Condo at Pandacan Manila very good location!,15000.0,2.0,1.0,42.0,Residencias De Manila,Manila,['https://www.lamudi.com.ph/42sqm-2-bedroom-up-down-condo-at-pandacan-manila-very-good-location.html']
1481,Manila Condo along Taft Avenue for rent 11k,11000.0,1.0,1.0,24.0,One Archers Place,Manila,['https://www.lamudi.com.ph/manila-condo-along-taft-avenue-for-rent-11k.html']
1483,1 Bedroom Condo Unit with Garden Atrium,20000.0,1.0,1.0,38.0,Sorrel Residences,Manila,['https://www.lamudi.com.ph/1-bedroom-condo-unit-with-garden-atrium-2.html']
1484,Studio Unit for Rent | The Grand Towers Manila,14000.0,1.0,1.0,22.0,The Grand Towers Manila,Manila,['https://www.lamudi.com.ph/studio-unit-for-rent-the-grand-towers-manila.html']
1488,CHIC Fully Furnished Studio Unit @ Adriatico Place Manila,25000.0,1.0,1.0,40.0,Two Adriatico Place,Manila,['https://www.lamudi.com.ph/chic-fully-furnished-studio-unit-adriatico-place-manila.html']
1489,"Furnished Studio Unit at Suntrust Parkview, Manila",15000.0,1.0,1.0,24.0,Suntrust Parkview,Manila,['https://www.lamudi.com.ph/furnished-studio-unit-at-suntrust-parkview-manila.html']
1490,For Rent 2BR Unfurnished Unit in Torre De Manila,25000.0,2.0,1.0,55.0,Torre De Manila,Manila,['https://www.lamudi.com.ph/for-rent-2br-unfurnished-unit-in-torre-de-manila-2.html']
1491,40.08 sqm Studio Unit in Three Adriatico Place for rent,28000.0,1.0,1.0,40.08,Three Adriatico Place,Manila,['https://www.lamudi.com.ph/40-08-sqm-studio-unit-in-three-adriatico-place-for-rent.html']
1492,"1 Bedroom condo with Balcony, near Elevator, Fully-furnished",20000.0,1.0,1.0,28.26,,Manila,['https://www.lamudi.com.ph/1-bedroom-condo-with-balcony-near-elevator-fully-furnished-608595-84.html']
1493,2 Bedrooms Condo Unit with Garden Atrium,30000.0,2.0,1.0,58.0,Sorrel Residences,Manila,['https://www.lamudi.com.ph/2-bedrooms-condo-unit-with-garden-atrium.html']
1494,2 BR Grand Riviera Suites - Manila Bay for rent,70000.0,2.0,2.0,84.0,Grand Riviera Suites,Manila,['https://www.lamudi.com.ph/2-br-grand-riviera-suites-manila-bay-for-rent.html']
1495,Robinson Adriatico Place For Rent $18k Unfurnished Long Term,18000.0,1.0,1.0,40.0,Two Adriatico Place,Manila,['https://www.lamudi.com.ph/robinson-adriatico-place-for-rent-18k-unfurnished-long-term.html']
1496,Studio Type Condo in Vista Taft ,13000.0,1.0,1.0,18.0,Vista Taft,Manila,['https://www.lamudi.com.ph/studio-type-condo-in-vista-taft.html']
1498,"3 Bedroom unit for rent in Paris Condominium, near DLSU, CSB. ",25000.0,3.0,2.0,100.0,Paris Condominium,Manila,['https://www.lamudi.com.ph/3-bedroom-unit-for-rent-in-paris-condominium-near-dlsu-csb.html']
1499,"Echelon Tower, Studio Loft for Rent Malate Manila, Arcya Commercial Corporation",25000.0,1.0,1.0,52.0,Echelon Tower,Manila,['https://www.lamudi.com.ph/echelon-tower-studio-loft-for-rent-malate-manila-arcya-commercial-corporation.html']
1500,Fully Furnished 1BR in Green Residences near DLSU,22000.0,1.0,1.0,27.42,Green Residences,Manila,['https://www.lamudi.com.ph/fully-furnished-1br-in-green-residences-near-dlsu.html']
1503,Sunset View Towers Roxas Boulevard Studio For Rent,30000.0,1.0,1.0,42.0,Sunset View Towers,Manila,['https://www.lamudi.com.ph/sunset-view-towers-roxas-boulevard-studio-for-rent.html']
1504,2BR For Rent -Suntrust Adriatico Manila,20000.0,2.0,1.0,30.0,Adriatico Gardens,Manila,['https://www.lamudi.com.ph/2br-for-rent-suntrust-adriatico-manila.html']
1506,1 bedroom 8adriatico condo near Robinson Manila,35000.0,1.0,1.0,34.0,8 Adriatico,Manila,['https://www.lamudi.com.ph/1-bedroom-8adriatico-condo-near-robinson-manila.html']
1507,"For as low as 8,680 monthly rental studio prime location P. Ocampo/Taft, Manila",8680.0,1.0,1.0,19.28,Pacific Regency Condominium,Manila,['https://www.lamudi.com.ph/for-as-low-as-8-680-monthly-rental-studio-prime-location-p-ocampo-taft-manila.html']
1508,Adriatico Residence Condo Unit for Rent 2 bedroom. Great Location,20000.0,2.0,1.0,30.0,One Adriatico Residences,Manila,['https://www.lamudi.com.ph/adriatico-residence-condo-unit-for-rent-2-bedroom-great-location.html']
1510,For Rent Studio @ Green Residences DLSU,14000.0,1.0,1.0,16.0,Green Residences,Manila,['https://www.lamudi.com.ph/for-rent-studio-green-residences-dlsu.html']
1511,Secured 2-Bedroom Apartment in Peaceful Area of Gagalangin Tondo For Rent,10500.0,2.0,1.0,48.26,,Manila,['https://www.lamudi.com.ph/secured-2-bedroom-apartment-in-peaceful-area-of-gagalangin-tondo-for-rent.html']
1512,For Rent Studio @ Vista Taft Malate,25000.0,1.0,1.0,19.0,Vista Residences Taft,Manila,['https://www.lamudi.com.ph/for-rent-studio-vista-taft-malate.html']
1513,1br Unit For Rent near US Embassy Eton Baypark Roxas corner Kalaw Ermita Manila,30000.0,1.0,1.0,35.0,Eton Baypark Manila,Manila,['https://www.lamudi.com.ph/1br-unit-for-rent-near-us-embassy-eton-baypark-roxas-corner-kalaw-ermita-manila.html']
1514,1br with Balcony Robinson Place attached to Robinson Mall Padre Faura Ermita,40000.0,1.0,1.0,72.0,Robinson PLace Residences,Manila,['https://www.lamudi.com.ph/1br-with-balcony-robinson-place-attached-to-robinson-mall-padre-faura-ermita.html']
1515,For Rent 1-Bedroom Fully Furnish in Robinson Residences  Tower 3 Adriatico ,30000.0,1.0,1.0,30.0,Robinson Residences Manila,Manila,['https://www.lamudi.com.ph/for-rent-1-bedroom-fully-furnish-in-robinson-residences-tower-3-adriatico.html']
1516,"Studio Semi Furnished For Rent at Manila Rivercity Residences, Manila",13000.0,1.0,1.0,21.0,Manila Rivercity Residences,Manila,['https://www.lamudi.com.ph/studio-semi-furnished-for-rent-at-manila-rivercity-residences-manila.html']
1517,Green Residences 1BR Unit near DLSU Taft Avenue Malate Manila,25000.0,1.0,1.0,24.0,Green Residences,Manila,['https://www.lamudi.com.ph/green-residences-1br-unit-near-dlsu-taft-avenue-malate-manila.html']
1518,Adriatico Place 3BR unit located at the Robinson Mall Adriatico Ermita Manila,100000.0,3.0,3.0,139.47,Adriatico Place Residences,Manila,['https://www.lamudi.com.ph/adriatico-place-3br-unit-located-at-the-robinson-mall-adriatico-ermita-manila.html']
1519,Furnished Condominium for Rent in Green Residences Taft Avenue Manila,20000.0,1.0,1.0,26.0,Green Residences,Manila,['https://www.lamudi.com.ph/furnished-condominium-for-rent-in-green-residences-taft-avenue-manila-1.html']
1520,For Rent One Bedroom @ Green Residences DLSU,25000.0,1.0,1.0,23.0,Green Residences,Manila,['https://www.lamudi.com.ph/for-rent-one-bedroom-green-residences-dlsu.html']
1521,Robinson Place For Rent 1BR Unit right at the Robinson Mall Ermita Manila,35000.0,1.0,1.0,48.0,Robinson Place Residences,Manila,['https://www.lamudi.com.ph/robinson-place-for-rent-1br-unit-right-at-the-robinson-mall-ermita-manila.html']
1522,One Bedroom Unit for Rent | Pacific Regency Taft Manila,16000.0,1.0,1.0,27.0,Pacific Regency Cityland,Manila,['https://www.lamudi.com.ph/one-bedroom-unit-for-rent-pacific-regency-taft-manila-2.html']
1523,Roxas Blvd 2 bedroom Unit Legaspi Tower near US Embassy Malate Manila for rent,35000.0,2.0,2.0,60.0,Legaspi Tower,Manila,['https://www.lamudi.com.ph/roxas-blvd-2-bedroom-unit-legaspi-tower-near-us-embassy-malate-manila-for-rent.html']
1524,"For Rent Two Bedroom @ Sorrel Residences, Sociego Street, Sampaloc, Manila",30000.0,2.0,1.0,51.0,Sorrel Residences,Manila,['https://www.lamudi.com.ph/for-rent-two-bedroom-sorrel-residences-sociego-street-sampaloc-manila.html']
1525,For Rent Studio @ Birch Tower Malate,16000.0,1.0,1.0,25.0,Birch Tower,Manila,['https://www.lamudi.com.ph/for-rent-studio-birch-tower-malate.html']
1526,For Rent Studio @ Vista Taft Residences,17000.0,1.0,1.0,21.0,Vista Residences Taft,Manila,['https://www.lamudi.com.ph/for-rent-studio-vista-taft-residences.html']
1527,"For Rent 1BR w/ Balcony Facing River at Manila Rivercity Residences, Manila city",15000.0,1.0,1.0,30.0,Manila Rivercity Residences,Manila,['https://www.lamudi.com.ph/for-rent-1br-w-balcony-facing-river-at-manila-rivercity-residences-manila-city.html']
1528,1BR unit in SMDC Green Residences,18000.0,1.0,1.0,24.0,Green Residences,Manila,['https://www.lamudi.com.ph/1br-unit-in-smdc-green-residences.html']
1529,Newly renovated Fully furnished 2-bedroom condo unit with carpark for rent,20000.0,2.0,1.0,,University Convenience Flats,Manila,['https://www.lamudi.com.ph/newly-renovated-fully-furnished-2-bedroom-condo-unit-with-carpark-for-rent.html']
1531,For Rent : Semi Furnished Studio Unit in One Adriatico Place,18000.0,1.0,1.0,40.0,One Adriatico Residences,Manila,['https://www.lamudi.com.ph/for-rent-semi-furnished-studio-unit-in-one-adriatico-place.html']
1532,FG - For Lease: Studio Type Condo in Avida San Lorenzo Towers,20000.0,1.0,1.0,22.0,Avida Towers San Lazaro,Manila,['https://www.lamudi.com.ph/fg-for-lease-studio-type-condo-in-avida-san-lorenzo-towers.html']
1533,Fully Furnished Studio with Intramuros View for Rent along Roxas Boulevard,35000.0,1.0,1.0,22.0,Grand Riviera Suites,Manila,['https://www.lamudi.com.ph/fully-furnished-studio-with-intramuros-view-for-rent-along-roxas-boulevard.html']
1534,"For Rent: 1 Bedroom Vista Taft, Metro Manila, Manila",17000.0,1.0,1.0,31.0,Vista Taft,Manila,['https://www.lamudi.com.ph/for-rent-1-bedroom-vista-taft-metro-manila-manila.html']
1535,Victoria De Manila Condominium 2BR For Rent in Manila,30000.0,2.0,1.0,44.0,Victoria De Manila,Manila,['https://www.lamudi.com.ph/victoria-de-manila-condominium-2br-for-rent-in-manila-1.html']
1536,Condo unit beside CSB Benilde near DLSU Taft Malate Manila minimally furnished,14500.0,1.0,1.0,33.5,Madison Square Condominium,Manila,['https://www.lamudi.com.ph/condo-unit-beside-csb-benilde-near-dlsu-taft-malate-manila-minimally-furnished.html']
1537,1 bedroom corner with two window slightly 360 view,20500.0,1.0,1.0,33.0,Manila Executive Regency,Manila,['https://www.lamudi.com.ph/1-bedroom-corner-with-two-window-slightly-360-view-570429-84.html']
1538,Manila River Green Residences Studio unit for Rent ,15000.0,1.0,1.0,25.0,Rivergreen Residences,Manila,['https://www.lamudi.com.ph/manila-river-green-residences-studio-unit-for-rent.html']
1539,Affordable Condominium Studio Unit for Rent near UST,15000.0,1.0,1.0,21.0,878 España,Manila,['https://www.lamudi.com.ph/affordable-condominium-studio-unit-for-rent-near-ust-1.html']
1540,Manila River City Residences Studio Type For Rent,12000.0,1.0,1.0,25.0,Manila River City Residences,Manila,['https://www.lamudi.com.ph/manila-river-city-residences-studio-type-for-rent.html']
1541,River Green Studio with balcony for rent in manila,13000.0,1.0,1.0,28.0,Rivergreen Residences,Manila,['https://www.lamudi.com.ph/river-green-studio-with-balcony-for-rent-in-manila.html']
1542,2BR at Suntrust Adriatico for rent,15000.0,2.0,1.0,30.0,Suntrust Adriatico Garden,Manila,['https://www.lamudi.com.ph/2br-at-suntrust-adriatico-for-rent.html']
1543,Newly Renovated Two Bedroom for Rent at Echelon Tower Malate Manila,55000.0,2.0,2.0,130.0,Echelon Tower,Manila,['https://www.lamudi.com.ph/newly-renovated-two-bedroom-for-rent-at-echelon-tower-malate-manila-234899-84.html']
1544,Studio Units for Rent near UST & FEU,13000.0,1.0,1.0,17.0,iTower,Manila,['https://www.lamudi.com.ph/studio-units-for-rent-near-ust-feu.html']
1546,University Place Condominium for Rent near La Salle Taft Malate Manila,12000.0,1.0,1.0,23.0,D’University Place,Manila,['https://www.lamudi.com.ph/university-place-condominium-for-rent-near-la-salle-taft-malate-manila.html']
1547,2 Bedrooms Condo Unit with Balcony for rent,33000.0,2.0,1.0,55.0,Torre De Manila,Manila,['https://www.lamudi.com.ph/2-bedrooms-condo-unit-with-balcony-for-rent.html']
1548,1 Bedroom Condo unit with Parking at Torre De Manila,35000.0,1.0,1.0,30.5,Torre De Manila,Manila,['https://www.lamudi.com.ph/1-bedroom-condo-unit-with-parking-at-torre-de-manila.html']
1550,For Rent Affordable Studio Condo Torre Central Sampaloc Manila,16000.0,1.0,1.0,30.0,Torre Central,Manila,['https://www.lamudi.com.ph/for-rent-affordable-studio-condo-torre-central-sampaloc-manila.html']
1551,"For Rent : Studio Condo unit in 531 Vista Taft Residences, Manila",13000.0,1.0,1.0,20.0,Vista Taft Residences,Manila,['https://www.lamudi.com.ph/for-rent-studio-condo-unit-in-531-vista-taft-residences-manila.html']
1552,1Br Suntrust Parkview For rent,12500.0,1.0,1.0,24.5,Suntrust Parkview,Manila,['https://www.lamudi.com.ph/1br-suntrust-parkview-for-rent.html']
1553,One Bedroom Unit for Rent | Pacific Regency Taft Manila,13500.0,1.0,1.0,27.0,Pacific Regency Condominium,Manila,['https://www.lamudi.com.ph/one-bedroom-unit-for-rent-pacific-regency-taft-manila.html']
1554,"Studio Type Condo near University For Rent at 878 España Espana ,Manila",14000.0,1.0,1.0,21.0,878 España,Manila,['https://www.lamudi.com.ph/studio-type-condo-near-university-for-rent-at-878-espana-espana-manila.html']
1555,Posting for Rent Burgundy Westbay Tower 39sqm near Vito Cruz LRT,20000.0,2.0,1.0,39.0,Burgundy Westbay Tower,Manila,['https://www.lamudi.com.ph/posting-for-rent-burgundy-westbay-tower-39sqm-near-vito-cruz-lrt-653347-37.html']
1556,"Adriatico Place 1br Unit for rent located at the Robinson Mall Adriatico, Manila",35000.0,1.0,1.0,48.0,Two Adriatico Place,Manila,['https://www.lamudi.com.ph/adriatico-place-1br-unit-for-rent-located-at-the-robinson-mall-adriatico-manila.html']
1557,WH TAFT Huge BARE Studio beside DLSU Taft Avenue Malate Manila for rent,25000.0,1.0,1.0,35.0,W.H. Taft Residences,Manila,['https://www.lamudi.com.ph/wh-taft-huge-bare-studio-beside-dlsu-taft-avenue-malate-manila-for-rent.html']
